id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2814229455,697,1,2,79,4,evf5hhqgnjhwjsth1m6pawxdp,1,45.0,7.0,2025-05-12T18:45:58.438Z,2025-05-12T18:45:59Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5724201955,212,15.6,5724201949,56,Back,5724201957,213,2.97,5724201953,141,11.0,5724201951,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229491,698,1,2,79,6,evf5hhqgnjhwjsth1m6pawxdp,0,30.4,12.2,2025-05-12T18:46:01.143Z,2025-05-12T18:46:01Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724202201,1,,5724202199,213,0.43,5724202189,155,,5724202193,140,64.6,5724202197,212,39.6,5724202191,56,Center,5724202195,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229557,747,1,2,79,8,czkf5t3ai00ghwbga03i5aqxw,1,27.0,63.0,2025-05-12T18:46:02.465Z,2025-05-12T18:46:05Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5724202537,3,,5724202545,212,21.4,5724202547,213,5.61,5724202543,141,43.3,5724202541,140,42.9,5724202539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229563,748,61,2,79,10,czkf5t3ai00ghwbga03i5aqxw,0,48.2,44.2,2025-05-12T18:46:05.303Z,2025-05-12T18:46:05Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5724202575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229663,699,1,2,79,12,evf5hhqgnjhwjsth1m6pawxdp,1,59.0,43.9,2025-05-12T18:46:07.110Z,2025-05-12T18:46:23Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,1.0,5724203139,141,30.9,5724203137,140,72.2,5724203859,210,15,5724203141,212,16.4,5724203143,213,5.72,5724203135,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229669,700,15,2,79,16,evf5hhqgnjhwjsth1m6pawxdp,1,74.7,38.6,2025-05-12T18:46:11.390Z,2025-05-12T19:09:59Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724203911,233,749,5724203899,146,98.9,5724278621,23,,5724203169,18,,5724203897,215,,5724203895,103,7.6,5724203885,80,,5724203341,72,,5724203171,56,Center,5724203901,147,45.7,5724203887,29,,5724203893,102,48.0,5724203889,55,,,,,,699,,,,,,
2814229671,749,10,2,79,17,czkf5t3ai00ghwbga03i5aqxw,1,1.4,49.6,2025-05-12T18:46:11.490Z,2025-05-12T18:46:24Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724203929,233,700,5724203333,177,,5724203335,179,,5724203185,182,,5724203189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230305,701,27,2,80,4,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T18:46:58.887Z,2025-05-12T18:50:27Z,,,,,5724219757,40,,5724206503,233,751,5724219755,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230301,751,27,2,80,4,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:46:58.887Z,2025-05-12T18:50:30Z,,,,,5724219903,40,,5724219901,201,,5724206511,233,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230311,702,28,2,80,6,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T18:47:00.487Z,2025-05-12T18:47:01Z,,,,,5724206583,233,752,5724206539,55,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230313,752,28,2,80,6,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:47:00.487Z,2025-05-12T18:47:01Z,,,,,5724206587,233,702,5724206549,55,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230539,755,1,2,80,19,czkf5t3ai00ghwbga03i5aqxw,0,14.0,44.5,2025-05-12T18:47:14.127Z,2025-05-12T18:47:18Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724207683,1,,5724207681,213,6.17,5724207675,140,74.3,5724207673,56,Center,5724207677,141,33.9,5724207671,199,,5724207679,212,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230557,707,1,2,80,24,evf5hhqgnjhwjsth1m6pawxdp,1,31.5,57.9,2025-05-12T18:47:18.967Z,2025-05-12T18:47:20Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724207775,140,40.2,5724207781,213,0.43,5724207777,141,64.0,5724207771,3,,5724207773,56,Back,5724207779,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230559,708,1,2,80,26,evf5hhqgnjhwjsth1m6pawxdp,0,40.2,64.0,2025-05-12T18:47:20.832Z,2025-05-12T18:47:24Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724207805,141,67.8,5724207955,168,,5724207799,3,,5724207803,140,45.8,5724207807,212,6.4,5724207801,56,Back,5724207809,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230595,757,1,2,80,28,czkf5t3ai00ghwbga03i5aqxw,1,58.5,27.1,2025-05-12T18:47:22.895Z,2025-05-12T18:47:24Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724208011,213,3.10,5724208005,141,28.3,5724208001,140,39.0,5724207997,56,Back,5724208009,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230629,758,1,2,80,29,czkf5t3ai00ghwbga03i5aqxw,1,39.0,28.3,2025-05-12T18:47:24.135Z,2025-05-12T18:47:27Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724208209,213,5.55,5724208205,141,4.9,5724208201,56,Right,5724208207,212,23.8,5724208203,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230657,759,1,2,80,33,czkf5t3ai00ghwbga03i5aqxw,1,55.9,8.5,2025-05-12T18:47:27.584Z,2025-05-12T18:47:29Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5724208363,212,9.1,5724208361,141,21.2,5724208359,140,58.5,5724208365,213,1.26,5724208357,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230669,760,1,2,80,35,czkf5t3ai00ghwbga03i5aqxw,1,59.1,23.7,2025-05-12T18:47:29.462Z,2025-05-12T18:49:42Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724208419,212,4.1,5724208421,213,3.70,5724208415,140,55.8,5724208417,141,20.5,5724208413,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230723,761,1,2,80,38,czkf5t3ai00ghwbga03i5aqxw,1,54.3,33.6,2025-05-12T18:47:32.911Z,2025-05-12T18:47:34Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5724208755,141,77.8,5724208749,140,54.3,5724208763,213,1.57,5724208759,212,30.1,5724208745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230781,762,1,2,80,39,czkf5t3ai00ghwbga03i5aqxw,1,54.3,77.8,2025-05-12T18:47:34.087Z,2025-05-12T18:47:38Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724209051,212,19.9,5724209053,213,0.67,5724209049,141,96.0,5724209047,140,69.1,5724209045,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230829,763,1,2,80,43,czkf5t3ai00ghwbga03i5aqxw,1,68.6,95.3,2025-05-12T18:47:38.231Z,2025-05-12T18:47:42Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5724209299,140,57.6,5724209301,141,92.7,5724209297,56,Left,5724209303,212,11.7,5724209305,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230847,764,1,2,80,47,czkf5t3ai00ghwbga03i5aqxw,1,57.6,92.7,2025-05-12T18:47:42.023Z,2025-05-12T18:47:44Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724209415,56,Center,5724209421,212,18.0,5724209423,213,5.44,5724209419,141,72.9,5724209417,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230851,765,3,2,80,49,czkf5t3ai00ghwbga03i5aqxw,0,72.0,77.6,2025-05-12T18:47:43.855Z,2025-05-12T18:47:51Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724209441,56,Center,5724209649,233,709,5724209445,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230877,709,7,2,80,49,evf5hhqgnjhwjsth1m6pawxdp,0,28.0,22.4,2025-05-12T18:47:43.856Z,2025-05-12T18:47:49Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724209605,285,,5724209615,233,765,5724209603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230861,766,61,2,80,50,czkf5t3ai00ghwbga03i5aqxw,1,69.0,72.9,2025-05-12T18:47:45.133Z,2025-05-12T18:47:45Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724209497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230897,767,83,2,80,53,czkf5t3ai00ghwbga03i5aqxw,0,66.2,70.5,2025-05-12T18:47:47.717Z,2025-05-12T18:47:51Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724210061,399,b4bzaam658g6wf3knwxlghas5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230967,711,1,2,80,54,evf5hhqgnjhwjsth1m6pawxdp,0,31.3,15.5,2025-05-12T18:47:48.463Z,2025-05-12T18:47:51Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5724210023,140,38.3,5724210021,56,Back,5724210025,141,10.1,5724210029,212,8.2,5724210033,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230979,769,1,2,80,56,czkf5t3ai00ghwbga03i5aqxw,1,61.2,79.1,2025-05-12T18:47:50.431Z,2025-05-12T18:49:43Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5724210123,141,66.9,5724210127,213,3.92,5724210113,56,Center,5724210117,140,53.2,5724210125,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231045,770,1,2,80,56,czkf5t3ai00ghwbga03i5aqxw,1,53.2,66.9,2025-05-12T18:47:51.263Z,2025-05-12T18:49:44Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724210469,140,65.5,5724210473,212,13.1,5724210471,141,70.0,5724210475,213,0.16,5724210467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232439,778,61,2,81,0,czkf5t3ai00ghwbga03i5aqxw,0,72.4,72.8,2025-05-12T18:47:54.727Z,2025-05-12T18:50:12Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724219059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231049,712,4,2,81,1,evf5hhqgnjhwjsth1m6pawxdp,1,33.2,26.5,2025-05-12T18:47:55.816Z,2025-05-12T19:06:02Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724210571,233,771,5724210539,152,,5724210537,56,Back,5724210701,285,,5724210541,265,,5724210535,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231051,771,4,2,81,1,czkf5t3ai00ghwbga03i5aqxw,0,66.8,73.5,2025-05-12T18:47:55.817Z,2025-05-12T19:06:02Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724210525,152,,5724210519,13,,5724210523,56,Center,5724210527,265,,5724210605,286,,5724210607,233,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231347,714,1,2,81,16,evf5hhqgnjhwjsth1m6pawxdp,1,27.4,26.7,2025-05-12T18:48:11.318Z,2025-05-12T18:48:18Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724212113,56,Back,5724212117,141,9.8,5724212107,5,,5724212115,140,31.0,5724212109,152,,5724212119,212,12.1,5724212121,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231389,715,1,2,81,23,evf5hhqgnjhwjsth1m6pawxdp,1,31.2,10.7,2025-05-12T18:48:17.983Z,2025-05-12T18:48:21Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5724212369,213,2.25,5724212365,141,24.4,5724212361,56,Back,5724212367,212,11.9,5724212363,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231409,716,1,2,81,26,evf5hhqgnjhwjsth1m6pawxdp,1,25.4,29.8,2025-05-12T18:48:20.783Z,2025-05-12T18:48:22Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724212485,56,Back,5724212487,140,37.7,5724212493,213,1.19,5724212491,212,35.2,5724212489,141,77.9,5724212495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231449,717,43,2,81,28,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T18:48:22.783Z,2025-05-12T18:48:29Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724212733,140,59.9,5724212731,56,Left,5724212737,212,24.4,5724212921,144,1,5724212735,141,93.8,5724212739,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231513,718,1,2,81,31,evf5hhqgnjhwjsth1m6pawxdp,1,57.6,90.2,2025-05-12T18:48:26.192Z,2025-05-12T18:50:36Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724213093,140,62.8,5724213097,212,7.3,5724213091,56,Left,5724213095,141,83.0,5724213099,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231521,719,1,2,81,34,evf5hhqgnjhwjsth1m6pawxdp,1,58.5,75.8,2025-05-12T18:48:28.808Z,2025-05-12T18:51:13Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724213133,213,4.69,5724213131,212,20.3,5724213129,141,46.0,5724213125,56,Center,5724213127,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814233169,744,1,2,81,35,evf5hhqgnjhwjsth1m6pawxdp,0,57.7,43.6,2025-05-12T18:48:29.714Z,2025-05-12T18:51:30Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5724223543,140,63.2,5724223547,212,31.0,5724223541,56,Right,5724223545,141,0.0,5724223549,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231525,720,5,2,81,36,evf5hhqgnjhwjsth1m6pawxdp,0,62.4,-2.0,2025-05-12T18:48:31.230Z,2025-05-12T19:06:12Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724213155,56,Right,5724213157,347,,5724213181,233,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231509,772,5,2,81,36,czkf5t3ai00ghwbga03i5aqxw,1,37.6,102.0,2025-05-12T18:48:31.230Z,2025-05-12T19:06:12Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724213177,233,720,5724213075,56,Back,5724213077,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231697,773,1,2,81,54,czkf5t3ai00ghwbga03i5aqxw,1,32.2,100.0,2025-05-12T18:48:48.830Z,2025-05-12T18:48:50Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724214249,141,89.4,5724214253,212,9.9,5724214257,213,4.18,5724214243,56,Back,5724214241,107,,5724214247,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231705,774,1,2,81,55,czkf5t3ai00ghwbga03i5aqxw,0,27.4,89.4,2025-05-12T18:48:50.238Z,2025-05-12T18:48:50Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724214309,213,6.13,5724214301,56,Left,5724214303,140,59.6,5724214307,212,34.2,5724214311,1,,5724214295,157,,5724214305,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231729,721,1,2,81,57,evf5hhqgnjhwjsth1m6pawxdp,0,43.4,14.1,2025-05-12T18:48:51.472Z,2025-05-12T18:48:52Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724214433,56,Right,5724214437,141,13.1,5724214431,3,,5724214439,212,17.7,5724214441,213,6.24,5724214435,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231735,775,44,2,81,57,czkf5t3ai00ghwbga03i5aqxw,1,32.4,85.7,2025-05-12T18:48:51.982Z,2025-05-12T18:48:55Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724214701,233,722,5724214497,285,,5724214495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231765,722,44,2,81,57,evf5hhqgnjhwjsth1m6pawxdp,0,66.4,16.9,2025-05-12T18:48:51.983Z,2025-05-12T18:48:55Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5724214721,233,775,5724214691,286,,5724214689,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231749,776,1,2,81,58,czkf5t3ai00ghwbga03i5aqxw,0,35.9,77.9,2025-05-12T18:48:52.551Z,2025-05-12T18:48:53Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724214599,140,60.5,5724214603,212,28.0,5724214601,141,62.0,5724214605,213,5.89,5724214595,3,,5724214597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231877,723,1,2,82,6,evf5hhqgnjhwjsth1m6pawxdp,1,32.3,27.0,2025-05-12T18:49:00.599Z,2025-05-12T18:51:16Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724215281,213,2.37,5724215275,140,12.3,5724215277,141,57.2,5724215271,3,,5724215273,56,Back,5724215279,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231947,725,1,2,82,11,evf5hhqgnjhwjsth1m6pawxdp,1,22.2,64.5,2025-05-12T18:49:05.719Z,2025-05-12T18:49:09Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724215609,56,Back,5724215623,213,0.91,5724215619,212,8.5,5724215611,140,27.2,5724215615,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231981,726,1,2,82,15,evf5hhqgnjhwjsth1m6pawxdp,1,38.4,74.8,2025-05-12T18:49:09.799Z,2025-05-12T18:49:14Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724215779,141,94.4,5724215775,140,57.9,5724215783,212,24.4,5724215785,213,0.58,5724215773,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232011,727,1,2,82,20,evf5hhqgnjhwjsth1m6pawxdp,1,43.1,92.3,2025-05-12T18:49:15.064Z,2025-05-12T18:49:18Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5724215937,213,4.02,5724215933,141,75.0,5724215931,140,33.8,5724215929,56,Back,5724215935,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232049,728,1,2,82,23,evf5hhqgnjhwjsth1m6pawxdp,1,34.1,71.2,2025-05-12T18:49:18.295Z,2025-05-12T18:49:20Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724216101,213,4.59,5724216099,212,21.0,5724216097,141,40.6,5724216093,56,Back,5724216095,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232095,729,1,2,82,26,evf5hhqgnjhwjsth1m6pawxdp,1,31.6,32.5,2025-05-12T18:49:20.407Z,2025-05-12T18:49:22Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724216337,140,24.9,5724216335,56,Back,5724216341,212,18.4,5724216343,213,1.96,5724216339,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232127,730,1,2,82,28,evf5hhqgnjhwjsth1m6pawxdp,1,26.7,62.4,2025-05-12T18:49:22.831Z,2025-05-12T18:49:26Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724216533,140,28.3,5724216537,212,13.2,5724216531,56,Back,5724216535,141,81.7,5724216539,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232141,731,1,2,82,32,evf5hhqgnjhwjsth1m6pawxdp,1,42.4,74.2,2025-05-12T18:49:26.720Z,2025-05-12T18:49:28Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724216629,140,49.0,5724216635,213,5.19,5724216627,56,Back,5724216631,141,54.5,5724216633,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232183,732,1,2,82,33,evf5hhqgnjhwjsth1m6pawxdp,1,46.5,59.9,2025-05-12T18:49:28.111Z,2025-05-12T18:49:59Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724216897,213,1.75,5724216893,141,81.5,5724216889,56,Back,5724216891,140,43.9,5724216895,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232233,733,1,2,82,37,evf5hhqgnjhwjsth1m6pawxdp,1,55.4,79.7,2025-05-12T18:49:31.992Z,2025-05-12T18:49:37Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724217205,212,10.7,5724217199,56,Center,5724217207,213,4.73,5724217201,140,55.6,5724217203,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232269,734,1,2,82,43,evf5hhqgnjhwjsth1m6pawxdp,1,56.8,52.2,2025-05-12T18:49:37.863Z,2025-05-12T18:49:41Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724217443,56,Center,5724217447,141,22.5,5724217445,140,59.4,5724217451,213,4.85,5724217449,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232291,735,1,2,82,46,evf5hhqgnjhwjsth1m6pawxdp,1,59.4,22.5,2025-05-12T18:49:41.008Z,2025-05-12T18:49:42Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724217543,56,Center,5724217547,141,25.3,5724217545,140,61.9,5724217551,213,0.63,5724217549,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232315,736,1,2,82,47,evf5hhqgnjhwjsth1m6pawxdp,1,61.9,25.3,2025-05-12T18:49:42.112Z,2025-05-12T18:49:44Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724217667,213,4.10,5724217663,141,17.1,5724217661,140,58.2,5724217665,212,6.8,5724217659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232343,737,1,2,82,50,evf5hhqgnjhwjsth1m6pawxdp,1,58.3,18.5,2025-05-12T18:49:44.639Z,2025-05-12T18:49:47Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724217765,213,5.26,5724217759,140,62.6,5724217761,141,7.6,5724217763,212,8.7,5724217757,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232349,738,1,2,82,52,evf5hhqgnjhwjsth1m6pawxdp,1,62.7,8.0,2025-05-12T18:49:46.760Z,2025-05-12T18:49:47Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5724217797,140,70.3,5724217799,141,6.1,5724217795,56,Right,5724217801,212,8.1,5724217803,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232369,739,1,2,82,53,evf5hhqgnjhwjsth1m6pawxdp,1,70.3,6.1,2025-05-12T18:49:47.799Z,2025-05-12T18:49:48Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5724217903,213,3.19,5724217901,212,7.3,5724217899,141,5.6,5724217895,56,Right,5724217897,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232407,740,1,2,82,54,evf5hhqgnjhwjsth1m6pawxdp,1,63.3,6.2,2025-05-12T18:49:48.800Z,2025-05-12T18:49:52Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5724218077,141,15.0,5724218073,56,Right,5724218075,140,66.2,5724218081,213,1.10,5724218079,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232417,741,1,2,82,57,evf5hhqgnjhwjsth1m6pawxdp,0,67.0,17.6,2025-05-12T18:49:52.082Z,2025-05-12T18:49:53Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724218145,212,32.2,5724218137,155,,5724218141,140,92.2,5724218143,141,44.6,5724218147,213,0.61,5724218149,1,,5724218139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232421,777,11,2,83,0,czkf5t3ai00ghwbga03i5aqxw,1,5.1,53.1,2025-05-12T18:49:54.743Z,2025-05-12T18:49:54Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724218167,88,,5724218165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232717,742,27,2,83,33,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T18:50:27.534Z,2025-05-12T18:50:29Z,,,,,5724219831,233,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814232705,779,27,2,83,33,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:50:27.534Z,2025-05-12T18:52:01Z,,,,,5724219841,233,742,5724225171,53,6051gs5j7d6zss35h2twoqnd,5724225169,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814233143,743,28,2,84,15,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T18:51:09.551Z,2025-05-12T18:51:10Z,,,,,5724222321,55,742,5724222359,233,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
