id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818534425,646,5,2,79,26,224tl8u2smnbyliroayk69nt0,1,30.8,-1.6,2025-05-24T21:42:54.545Z,2025-05-24T22:12:38Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748141763,347,,5748141773,233,758,5748141761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534231,758,5,2,79,26,daicfonrbj124lu2la2rctxck,0,69.2,101.6,2025-05-24T21:42:54.545Z,2025-05-24T22:12:39Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748141801,233,646,5748140579,56,Left,5748140581,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534455,647,1,2,79,49,224tl8u2smnbyliroayk69nt0,1,41.3,0.0,2025-05-24T21:43:17.573Z,2025-05-24T21:43:20Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748141927,141,18.8,5748141925,140,62.0,5748141921,107,,5748141931,213,0.58,5748141933,1,,5748141929,212,25.9,5748141923,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534465,648,50,2,79,50,224tl8u2smnbyliroayk69nt0,1,63.2,26.7,2025-05-24T21:43:18.574Z,2025-05-24T22:04:49Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748141995,286,,5748142145,233,759,5748141991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534473,759,7,2,79,50,daicfonrbj124lu2la2rctxck,0,36.8,73.3,2025-05-24T21:43:18.575Z,2025-05-24T22:04:49Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748142111,285,,5748142109,56,Back,5748142127,233,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536449,673,3,2,79,51,224tl8u2smnbyliroayk69nt0,0,63.6,25.6,2025-05-24T21:43:19.578Z,2025-05-24T22:04:50Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5748153967,286,,5748153965,56,Center,5748154305,233,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536467,803,7,2,79,51,daicfonrbj124lu2la2rctxck,1,36.4,74.4,2025-05-24T21:43:19.579Z,2025-05-24T22:04:50Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748154067,285,,5748154065,56,Back,5748154349,233,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534527,761,1,2,79,57,daicfonrbj124lu2la2rctxck,1,27.4,48.1,2025-05-24T21:43:25.341Z,2025-05-24T21:46:58Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748142513,213,2.97,5748142509,141,53.1,5748142507,140,8.2,5748142505,56,Back,5748142511,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534565,762,1,2,80,0,daicfonrbj124lu2la2rctxck,1,8.3,53.6,2025-05-24T21:43:28.030Z,2025-05-24T21:43:31Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5748142675,155,,5748142691,212,26.7,5748142683,140,27.2,5748142679,56,Back,5748142687,141,27.3,5748142695,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534629,763,1,2,80,3,daicfonrbj124lu2la2rctxck,1,27.2,27.3,2025-05-24T21:43:31.277Z,2025-05-24T21:43:36Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748143011,140,31.0,5748143009,56,Back,5748143013,141,53.0,5748143017,213,1.35,5748143015,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534643,764,1,2,80,8,daicfonrbj124lu2la2rctxck,1,30.8,53.0,2025-05-24T21:43:36.293Z,2025-05-24T21:43:38Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748143103,212,8.4,5748143097,56,Back,5748143101,141,43.1,5748143105,213,4.07,5748143099,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534677,765,1,2,80,10,daicfonrbj124lu2la2rctxck,1,26.0,43.1,2025-05-24T21:43:38.149Z,2025-05-24T21:43:41Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748143291,56,Back,5748143299,213,1.19,5748143297,212,28.4,5748143295,141,81.8,5748143293,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534697,766,1,2,80,13,daicfonrbj124lu2la2rctxck,1,39.4,81.7,2025-05-24T21:43:41.069Z,2025-05-24T21:43:42Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748143407,56,Left,5748143415,213,0.40,5748143413,212,21.9,5748143409,140,58.6,5748143411,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534735,767,1,2,80,14,daicfonrbj124lu2la2rctxck,1,58.6,94.4,2025-05-24T21:43:42.565Z,2025-05-24T21:43:46Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748143691,213,0.02,5748143683,56,Left,5748143689,212,13.0,5748143687,141,94.8,5748143685,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534709,649,83,2,80,16,224tl8u2smnbyliroayk69nt0,0,42.1,11.4,2025-05-24T21:43:43.974Z,2025-05-24T21:43:51Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748144091,399,4vdbw63j0s7npezknabq6p7xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534777,768,1,2,80,18,daicfonrbj124lu2la2rctxck,1,68.3,93.9,2025-05-24T21:43:46.238Z,2025-05-24T21:43:50Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,5748143951,140,47.9,5748143955,212,21.9,5748143957,213,3.35,5748143953,141,87.2,5748143949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534789,769,1,2,80,22,daicfonrbj124lu2la2rctxck,1,44.8,70.5,2025-05-24T21:43:49.901Z,2025-05-24T21:43:53Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748144061,140,51.9,5748144059,56,Center,5748144063,141,30.3,5748144067,213,4.98,5748144065,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534841,770,1,2,80,25,daicfonrbj124lu2la2rctxck,0,56.0,26.1,2025-05-24T21:43:53.518Z,2025-05-24T21:43:57Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748144387,141,17.6,5748144385,140,100.0,5748144393,1,,5748144389,212,47.5,5748144383,56,Right,5748144381,155,,5748144391,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534879,650,5,2,80,29,224tl8u2smnbyliroayk69nt0,1,-1.0,82.6,2025-05-24T21:43:57.537Z,2025-05-24T22:12:39Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748144643,346,,5748144661,233,771,5748144641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534871,771,5,2,80,29,daicfonrbj124lu2la2rctxck,0,101.0,17.4,2025-05-24T21:43:57.537Z,2025-05-24T22:12:40Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748144591,346,,5748144589,56,Right,5748144679,233,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535073,651,1,2,80,54,224tl8u2smnbyliroayk69nt0,0,5.1,57.9,2025-05-24T21:44:22.373Z,2025-05-24T22:09:28Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5748145773,124,,5748145779,141,85.4,5748145785,1,,5748145787,74,,5748145781,212,40.4,5748145775,56,Back,5748145777,140,39.2,5748145783,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535133,772,61,2,80,57,daicfonrbj124lu2la2rctxck,1,70.2,23.7,2025-05-24T21:44:24.990Z,2025-05-24T21:48:07Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5748158053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535125,652,1,2,80,59,224tl8u2smnbyliroayk69nt0,0,45.9,82.4,2025-05-24T21:44:27.677Z,2025-05-24T21:59:09Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748146081,168,,5748146079,3,,5748146091,213,6.14,5748146089,212,8.6,5748146085,140,54.0,5748146087,141,80.6,5748146083,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535139,773,1,2,81,1,daicfonrbj124lu2la2rctxck,0,42.3,8.6,2025-05-24T21:44:29.198Z,2025-05-24T22:01:12Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748198691,1,,5748198681,56,Right,5748198679,157,,5748198683,140,67.4,5748198689,213,0.06,5748198687,212,26.4,5748198685,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535155,653,44,2,81,2,224tl8u2smnbyliroayk69nt0,1,36.2,84.4,2025-05-24T21:44:29.949Z,2025-05-24T22:05:41Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5748199341,233,774,5748146213,285,,5748146211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535167,774,44,2,81,2,daicfonrbj124lu2la2rctxck,0,63.8,15.6,2025-05-24T21:44:29.950Z,2025-05-24T22:05:42Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5748199309,56,Right,5748199311,286,,5748199361,233,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535165,654,1,2,81,2,224tl8u2smnbyliroayk69nt0,0,29.7,74.2,2025-05-24T21:44:30.285Z,2025-05-24T21:44:31Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5748146237,56,Back,5748146235,3,,5748146239,140,47.0,5748146241,141,76.1,5748146245,213,0.07,5748146243,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818543835,746,1,2,81,3,224tl8u2smnbyliroayk69nt0,1,38.7,82.3,2025-05-24T21:44:30.828Z,2025-05-24T21:59:28Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748193395,212,7.8,5748193397,213,0.77,5748193391,140,44.0,5748193383,3,,5748193389,56,Back,5748193393,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535211,655,1,2,81,4,224tl8u2smnbyliroayk69nt0,0,44.8,81.8,2025-05-24T21:44:32.278Z,2025-05-24T21:44:49Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748146495,212,29.7,5748146497,213,0.45,5748146487,155,,5748146491,140,70.3,5748146489,56,Left,5748146493,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535215,656,5,2,81,7,224tl8u2smnbyliroayk69nt0,0,66.7,101.2,2025-05-24T21:44:34.958Z,2025-05-24T22:12:40Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748146529,347,,5748146527,56,Left,5748146623,233,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535221,775,5,2,81,7,daicfonrbj124lu2la2rctxck,1,33.3,-1.2,2025-05-24T21:44:34.958Z,2025-05-24T21:44:41Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748146601,233,656,5748146547,347,,5748146545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535335,776,18,2,81,21,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-05-24T21:44:48.987Z,2025-05-24T21:44:50Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748147217,59,20,5748147215,44,Midfielder,5748147213,42,,5748147281,55,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535339,777,19,2,81,21,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-05-24T21:44:48.988Z,2025-05-24T21:44:50Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,5748147235,59,8,5748147237,292,5,5748147243,55,776,5748147241,44,Midfielder,5748147239,293,5,5748147229,42,,5748147233,145,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535399,778,18,2,81,29,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-05-24T21:44:56.843Z,2025-05-24T21:44:58Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748147699,55,779,5748147635,59,6,5748147627,42,,5748147633,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535405,779,19,2,81,29,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-05-24T21:44:56.844Z,2025-05-24T21:44:58Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5748147667,59,14,5748147665,145,6,5748147675,55,778,5748147671,293,4,5748147661,42,,5748147669,292,4,5748147673,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535447,780,1,2,81,31,daicfonrbj124lu2la2rctxck,1,38.6,0.0,2025-05-24T21:44:59.413Z,2025-05-24T21:45:01Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5748147943,213,2.31,5748147933,107,,5748147939,141,17.3,5748147941,212,17.8,5748147935,56,Back,5748147937,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535471,781,1,2,81,33,daicfonrbj124lu2la2rctxck,1,27.2,17.3,2025-05-24T21:45:01.157Z,2025-05-24T21:45:03Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748148053,213,5.35,5748148045,141,5.9,5748148049,212,9.7,5748148043,140,32.7,5748148041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535489,782,1,2,81,35,daicfonrbj124lu2la2rctxck,1,32.4,8.9,2025-05-24T21:45:03.085Z,2025-05-24T21:45:05Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5748148149,141,30.6,5748148153,213,1.16,5748148147,140,38.5,5748148145,56,Back,5748148151,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535507,783,1,2,81,37,daicfonrbj124lu2la2rctxck,1,39.4,27.3,2025-05-24T21:45:05.485Z,2025-05-24T21:45:07Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,5748148277,140,29.7,5748148281,212,17.3,5748148275,56,Back,5748148279,141,6.8,5748148283,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535515,784,1,2,81,39,daicfonrbj124lu2la2rctxck,1,29.7,6.8,2025-05-24T21:45:07.444Z,2025-05-24T21:45:08Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5748148341,56,Back,5748148349,213,0.95,5748148345,141,18.8,5748148347,212,10.1,5748148343,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535525,785,1,2,81,40,daicfonrbj124lu2la2rctxck,1,35.3,18.8,2025-05-24T21:45:08.773Z,2025-05-24T21:45:10Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,5748148411,212,9.3,5748148409,141,7.6,5748148413,213,4.10,5748148407,140,30.2,5748148405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535537,786,1,2,81,42,daicfonrbj124lu2la2rctxck,1,30.2,7.6,2025-05-24T21:45:09.909Z,2025-05-24T21:45:11Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5748148497,141,21.5,5748148495,140,30.1,5748148499,212,9.5,5748148501,213,1.58,5748148493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535571,787,1,2,81,43,daicfonrbj124lu2la2rctxck,1,30.2,21.2,2025-05-24T21:45:11.341Z,2025-05-24T21:45:15Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,5748148703,213,0.69,5748148695,56,Back,5748148697,140,40.0,5748148701,212,13.3,5748148699,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535599,788,1,2,81,47,daicfonrbj124lu2la2rctxck,1,42.6,50.3,2025-05-24T21:45:15.021Z,2025-05-24T21:45:18Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5748148877,212,25.1,5748148875,141,87.2,5748148879,213,1.61,5748148873,140,41.6,5748148871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535621,789,1,2,81,50,daicfonrbj124lu2la2rctxck,1,41.6,87.2,2025-05-24T21:45:18.270Z,2025-05-24T21:45:21Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748149019,140,79.4,5748149023,212,40.3,5748149021,141,97.4,5748149015,155,,5748149017,56,Left,5748149025,213,0.17,5748149027,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535625,790,61,2,81,53,daicfonrbj124lu2la2rctxck,0,79.4,97.4,2025-05-24T21:45:21.325Z,2025-05-24T21:45:21Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,5748149049,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535701,658,5,2,81,54,224tl8u2smnbyliroayk69nt0,1,31.2,-1.6,2025-05-24T21:45:22.054Z,2025-05-24T22:12:40Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748149523,347,,5748149541,233,791,5748149521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535637,791,5,2,81,54,daicfonrbj124lu2la2rctxck,0,68.8,101.6,2025-05-24T21:45:22.054Z,2025-05-24T22:12:41Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,5748149093,347,,5748149549,233,658,5748149091,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535679,792,40,2,82,0,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-05-24T21:45:28.618Z,2025-05-24T21:45:29Z,,,,5748149407,194,arrnspfznjcs9fmng4finp87p,5748149399,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5",5748149405,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0",5748149397,30,"arrnspfznjcs9fmng4finp87p, bug5x187ehj0apzl11lrl3ip6, dltmx3e4llkcszs22cbfz92xg, 1diaoqi51gzx23j4d5f8xc8b8, f472o0229a6xev8qudf1tyf6y, couplbg5c1wzrb14ycd8f7h0p, 8pqvmz8g1yhe7hqqc1d68c4mi, 2gsbai5bpg1fbullzvngv2l1w, 4vdbw63j0s7npezknabq6p7xm, 711t32tk6qwl567dngcldfw15, 9ch7zgxlcjiio0xbo2hhl2yvo, f0rcvbvmbh2gcjxw6jfy5fe5m, a3l8f3a6rr93qyyaxhdfqq1yi, c8svt3yazcfaq478j0cpbmbfu",5748149403,130,8,5748149401,59,"1, 14, 17, 77, 15, 5, 12, 8, 18, 21, 11, 16, 22, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535711,659,1,2,82,3,224tl8u2smnbyliroayk69nt0,0,42.9,0.0,2025-05-24T21:45:31.309Z,2025-05-24T21:45:33Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748149587,140,53.9,5748149585,56,Right,5748149589,141,16.2,5748149593,213,0.82,5748149583,107,,5748149591,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535747,660,61,2,82,5,224tl8u2smnbyliroayk69nt0,0,35.2,40.1,2025-05-24T21:45:33.028Z,2025-05-24T22:04:37Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748149787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535725,793,1,2,82,6,daicfonrbj124lu2la2rctxck,0,60.4,80.0,2025-05-24T21:45:34.165Z,2025-05-24T21:45:37Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748149675,212,13.2,5748149853,286,,5748149847,236,,5748149673,141,78.4,5748149669,56,Center,5748149679,213,6.20,5748149849,233,661,5748149671,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535759,661,74,2,82,6,224tl8u2smnbyliroayk69nt0,1,35.2,40.1,2025-05-24T21:45:34.166Z,2025-05-24T22:04:53Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748149827,56,Back,5748149865,233,793,5748149829,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535775,794,1,2,82,9,daicfonrbj124lu2la2rctxck,0,68.0,63.7,2025-05-24T21:45:37.461Z,2025-05-24T21:45:38Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5748149901,213,0.71,5748149893,56,Center,5748149897,141,67.8,5748149895,140,71.1,5748149899,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535815,662,1,2,82,11,224tl8u2smnbyliroayk69nt0,1,35.3,55.1,2025-05-24T21:45:39.396Z,2025-05-24T21:45:42Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748150107,213,2.13,5748150105,212,14.5,5748150103,141,73.2,5748150099,56,Back,5748150101,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535849,663,1,2,82,14,224tl8u2smnbyliroayk69nt0,0,29.3,74.7,2025-05-24T21:45:42.421Z,2025-05-24T21:45:47Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748150289,140,54.2,5748150293,212,31.7,5748150291,141,100.0,5748150287,56,Left,5748150295,213,0.60,5748150405,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535855,664,5,2,82,17,224tl8u2smnbyliroayk69nt0,0,53.4,101.2,2025-05-24T21:45:44.828Z,2025-05-24T22:12:42Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748150307,347,,5748150305,56,Left,5748150479,233,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535869,795,5,2,82,17,daicfonrbj124lu2la2rctxck,1,46.6,-1.2,2025-05-24T21:45:44.828Z,2025-05-24T22:12:41Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5748150373,347,,5748150427,233,664,5748150371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535935,796,1,2,82,18,daicfonrbj124lu2la2rctxck,1,47.9,0.0,2025-05-24T21:45:46.669Z,2025-05-24T21:45:52Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5748150809,140,45.0,5748150813,212,11.6,5748150807,56,Back,5748150805,107,,5748150817,213,1.84,5748150811,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536013,797,1,2,82,24,daicfonrbj124lu2la2rctxck,1,47.5,28.8,2025-05-24T21:45:52.662Z,2025-05-24T21:46:01Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,5748151305,140,73.7,5748151307,141,96.5,5748151299,155,,5748151313,1,,5748151309,212,53.6,5748151303,56,Left,5748151301,196,,5748151311,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536051,798,1,2,82,33,daicfonrbj124lu2la2rctxck,0,89.6,86.0,2025-05-24T21:46:00.972Z,2025-05-24T21:46:05Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748151495,212,21.3,5748151497,213,4.60,5748151487,56,Center,5748151621,155,,5748151483,2,,5748151489,140,87.3,5748151491,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536057,665,8,2,82,35,224tl8u2smnbyliroayk69nt0,1,14.1,45.5,2025-05-24T21:46:03.268Z,2025-05-24T21:46:03Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748151511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536083,666,12,2,82,36,224tl8u2smnbyliroayk69nt0,1,16.0,38.0,2025-05-24T21:46:04.692Z,2025-05-24T21:46:06Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,5748151703,56,Back,5748151709,212,17.1,5748151705,140,29.9,5748151707,141,51.2,5748151711,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536105,668,1,2,82,38,224tl8u2smnbyliroayk69nt0,1,29.9,51.2,2025-05-24T21:46:06.164Z,2025-05-24T21:46:09Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748151831,141,73.6,5748151829,140,30.0,5748151833,212,15.2,5748151827,56,Back,5748151835,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536107,669,1,2,82,41,224tl8u2smnbyliroayk69nt0,0,36.7,76.1,2025-05-24T21:46:08.884Z,2025-05-24T21:46:09Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748151879,141,74.1,5748151877,140,43.9,5748151881,212,7.7,5748151875,56,Back,5748151883,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536119,670,43,2,82,42,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:46:10.680Z,2025-05-24T21:58:22Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748190271,144,61,5748151971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818536135,799,61,2,82,44,daicfonrbj124lu2la2rctxck,1,66.5,18.0,2025-05-24T21:46:12.246Z,2025-05-24T21:46:12Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5748152045,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
